Tipo_de_Punto,Lugar,Direccion,Residuos_Aceptados,Dias,Horarios,Latitud,Longitud
Contenedor en vía pública,Metálico Naranja Lateral,GUTIERREZ JUAN MARIA 419,Reciclables,Lunes a Domingos,19:00 a 21:00,6349797.282,5441805.71
Contenedor en vía pública,Metálico Naranja Lateral,GUTIERREZ JUAN MARIA 54,Reciclables,Lunes a Domingos,19:00 a 21:00,6349766.032,5441034.335
Contenedor en vía pública,Metálico Naranja Lateral,MORA LOLA 39,Reciclables,Lunes a Domingos,19:00 a 21:00,6350056.277,5441176.286
Contenedor en vía pública,Metálico Naranja Lateral,MORA LOLA 89,Reciclables,Lunes a Domingos,19:00 a 21:00,6350044.749,5440947.091
Contenedor en vía pública,Metálico Naranja Lateral,SANCHEZ DE THOMPSON MARIQUITA 239,Reciclables,Lunes a Domingos,19:00 a 21:00,6349882.812,5441531.375
Contenedor en vía pública,Metálico Naranja Lateral,SANCHEZ DE THOMPSON MARIQUITA 110,Reciclables,Lunes a Domingos,19:00 a 21:00,6349855.62,5440875.491
Contenedor en vía pública,Metálico Naranja Lateral,ISOLA DEMETRIO 358,Reciclables,Lunes a Domingos,19:00 a 21:00,6350006.903,5441695.008
Contenedor en vía pública,Metálico Naranja Lateral,ISOLA DEMETRIO 183,Reciclables,Lunes a Domingos,19:00 a 21:00,6350003.581,5441420.839
Contenedor en vía pública,Metálico Naranja Lateral,ALICE ANTONIO 5072,Reciclables,Lunes a Domingos,19:00 a 21:00,6349477.244,5441418.983
Contenedor en vía pública,Metálico Naranja Lateral,BELGRANO GRAL. MANUEL 4694,Reciclables,Lunes a Domingos,19:00 a 21:00,6350027.333,5441894.158
Contenedor en vía pública,Metálico Naranja Lateral,MORENO MARIANO 670,Reciclables,Lunes a Domingos,19:00 a 21:00,6355401.031,5439199.666
Contenedor en vía pública,Metálico Naranja Lateral,MORENO MARIANO 174,Reciclables,Lunes a Domingos,19:00 a 21:00,6356025.492,5439329.541
Contenedor en vía pública,Metálico Naranja Lateral,MORENO MARIANO 45,Reciclables,Lunes a Domingos,19:00 a 21:00,6356310.061,5439387.8
Contenedor en vía pública,Metálico Naranja Lateral,MORENO MARIANO 1358,Reciclables,Lunes a Domingos,19:00 a 21:00,6354445.96,5439003.831
Contenedor en vía pública,Metálico Naranja Lateral,MORENO MARIANO 969,Reciclables,Lunes a Domingos,19:00 a 21:00,6354978.601,5439112.843
Contenedor en vía pública,Metálico Naranja Lateral,ITALIA 583,Reciclables,Lunes a Domingos,19:00 a 21:00,6355441.751,5439472.461
Contenedor en vía pública,Metálico Naranja Lateral,ITALIA 1284,Reciclables,Lunes a Domingos,19:00 a 21:00,6354481.029,5439275.063
Contenedor en vía pública,Metálico Naranja Lateral,ITALIA 1576,Reciclables,Lunes a Domingos,19:00 a 21:00,6354115.601,5439199.75
Contenedor en vía pública,Metálico Naranja Lateral,ITALIA 367,Reciclables,Lunes a Domingos,19:00 a 21:00,6355723.888,5439530.358
Contenedor en vía pública,Metálico Naranja Lateral,ESPAÑA 331,Reciclables,Lunes a Domingos,19:00 a 21:00,6355747.5,5439668.135
Contenedor en vía pública,Metálico Naranja Lateral,ESPAÑA 942,Reciclables,Lunes a Domingos,19:00 a 21:00,6354945.218,5439503.024
Contenedor en vía pública,Metálico Naranja Lateral,ESPAÑA 1116,Reciclables,Lunes a Domingos,19:00 a 21:00,6354703.548,5439453.241
Contenedor en vía pública,Metálico Naranja Lateral,DORREGO MANUEL 1342,Reciclables,Lunes a Domingos,19:00 a 21:00,6354438.47,5439133.369
Contenedor en vía pública,Metálico Naranja Lateral,DORREGO MANUEL 916,Reciclables,Lunes a Domingos,19:00 a 21:00,6355041.602,5439258.187
Contenedor en vía pública,Metálico Naranja Lateral,DORREGO MANUEL 1120,Reciclables,Lunes a Domingos,19:00 a 21:00,6354749.431,5439197.712
Contenedor en vía pública,Metálico Naranja Lateral,DORREGO MANUEL 174,Reciclables,Lunes a Domingos,19:00 a 21:00,6356000.365,5439456.008
Contenedor en vía pública,Metálico Naranja Lateral,BALCARCE 317,Reciclables,Lunes a Domingos,19:00 a 21:00,6355871.494,5439164.38
Contenedor en vía pública,Metálico Naranja Lateral,BALCARCE 1153,Reciclables,Lunes a Domingos,19:00 a 21:00,6354750.26,5438933.125
Contenedor en vía pública,Metálico Naranja Lateral,SARMIENTO DOMINGO FAUSTINO 1053,Reciclables,Lunes a Domingos,19:00 a 21:00,6354625.19,5440249.989
Contenedor en vía pública,Metálico Naranja Lateral,LAVALLE GENERAL JUAN 2073,Reciclables,Lunes a Domingos,19:00 a 21:00,6354061.582,5436270.584
Contenedor en vía pública,Metálico Naranja Lateral,BORDABEHERE DR. ENZO 3935,Reciclables,Lunes a Domingos,19:00 a 21:00,6356394.714,5436838.919
Contenedor en vía pública,Metálico Naranja Lateral,SAN LUIS 3692,Reciclables,Lunes a Domingos,19:00 a 21:00,6355372.489,5436947.764
Contenedor en vía pública,Metálico Naranja Lateral,MITRE GENERAL BARTOLOME 2975,Reciclables,Lunes a Domingos,19:00 a 21:00,6352173.305,5439628.608
Contenedor en vía pública,Metálico Naranja Lateral,SARMIENTO DOMINGO FAUSTINO 3424,Reciclables,Lunes a Domingos,19:00 a 21:00,6351582.076,5439611.705
Contenedor en vía pública,Metálico Naranja Lateral,SARMIENTO DOMINGO FAUSTINO 3104,Reciclables,Lunes a Domingos,19:00 a 21:00,6351986.932,5439695.351
Contenedor en vía pública,Metálico Naranja Lateral,MITRE GENERAL BARTOLOME 3293,Reciclables,Lunes a Domingos,19:00 a 21:00,6351771.738,5439545.847
Contenedor en vía pública,Metálico Naranja Lateral,MITRE GENERAL BARTOLOME 2693,Reciclables,Lunes a Domingos,19:00 a 21:00,6352535.242,5439703.719
Contenedor en vía pública,Metálico Naranja Lateral,PARAGUAY 2964,Reciclables,Lunes a Domingos,19:00 a 21:00,6352272.931,5439209.326
Contenedor en vía pública,Metálico Naranja Lateral,ROCA PTE. JULIO ARGENTINO 3459,Reciclables,Lunes a Domingos,19:00 a 21:00,6351664.874,5438979.606
Contenedor en vía pública,Metálico Naranja Lateral,ROCA PTE. JULIO ARGENTINO 3185,Reciclables,Lunes a Domingos,19:00 a 21:00,6352012.208,5439050.983
Contenedor en vía pública,Metálico Naranja Lateral,ROCA PTE. JULIO ARGENTINO 2941,Reciclables,Lunes a Domingos,19:00 a 21:00,6352323.03,5439115.389
Contenedor en vía pública,Metálico Naranja Lateral,ESPAÑA 3306,Reciclables,Lunes a Domingos,19:00 a 21:00,6351893.359,5438859.794
Contenedor en vía pública,Metálico Naranja Lateral,ESPAÑA 2714,Reciclables,Lunes a Domingos,19:00 a 21:00,6352647.967,5439015.18
Contenedor en vía pública,Metálico Naranja Lateral,ITALIA 3571,Reciclables,Lunes a Domingos,19:00 a 21:00,6351581.871,5438693.642
Contenedor en vía pública,Metálico Naranja Lateral,ITALIA 2989,Reciclables,Lunes a Domingos,19:00 a 21:00,6352314.726,5438844.582
Contenedor en vía pública,Metálico Naranja Lateral,DORREGO MANUEL 3342,Reciclables,Lunes a Domingos,19:00 a 21:00,6351896.531,5438595.057
Contenedor en vía pública,Metálico Naranja Lateral,DORREGO MANUEL 3016,Reciclables,Lunes a Domingos,19:00 a 21:00,6352315.38,5438681.694
Contenedor en vía pública,Metálico Naranja Lateral,MORENO MARIANO 3186,Reciclables,Lunes a Domingos,19:00 a 21:00,6352121.443,5438510.409
Contenedor en vía pública,Metálico Naranja Lateral,SARMIENTO DOMINGO FAUSTINO 2804,Reciclables,Lunes a Domingos,19:00 a 21:00,6352362.966,5439772.575
Contenedor en vía pública,Metálico Naranja Lateral,MITRE GENERAL BARTOLOME 3537,Reciclables,Lunes a Domingos,19:00 a 21:00,6351460.033,5439482.621
Contenedor en vía pública,Metálico Naranja Lateral,ENTRE RIOS 3466,Reciclables,Lunes a Domingos,19:00 a 21:00,6351580.048,5439337.447
Contenedor en vía pública,Metálico Naranja Lateral,ENTRE RIOS 3152,Reciclables,Lunes a Domingos,19:00 a 21:00,6351977.427,5439419.109
Contenedor en vía pública,Metálico Naranja Lateral,ENTRE RIOS 2890,Reciclables,Lunes a Domingos,19:00 a 21:00,6352315.036,5439488.935
Contenedor en vía pública,Metálico Naranja Lateral,CORRIENTES 2791,Reciclables,Lunes a Domingos,19:00 a 21:00,6352461.642,5439412.977
Contenedor en vía pública,Metálico Naranja Lateral,PARAGUAY 3514,Reciclables,Lunes a Domingos,19:00 a 21:00,6351575.72,5439066.389
Contenedor en vía pública,Metálico Naranja Lateral,PARAGUAY 3250,Reciclables,Lunes a Domingos,19:00 a 21:00,6351908.726,5439134.464
Contenedor en vía pública,Metálico Naranja Lateral,PARAGUAY 2708,Reciclables,Lunes a Domingos,19:00 a 21:00,6352602.23,5439276.845
Contenedor en vía pública,Metálico Naranja Lateral,ESPAÑA 3010,Reciclables,Lunes a Domingos,19:00 a 21:00,6352268.694,5438937.662
Contenedor en vía pública,Metálico Naranja Lateral,ITALIA 2657,Reciclables,Lunes a Domingos,19:00 a 21:00,6352742.03,5438932.211
Contenedor en vía pública,Metálico Naranja Lateral,DORREGO MANUEL 2748,Reciclables,Lunes a Domingos,19:00 a 21:00,6352647.164,5438750.061
Contenedor en vía pública,Metálico Naranja Lateral,MORENO MARIANO 2881,Reciclables,Lunes a Domingos,19:00 a 21:00,6352504.584,5438619.92
Contenedor en vía pública,Metálico Naranja Lateral,BALCARCE 3504,Reciclables,Lunes a Domingos,19:00 a 21:00,6351737.818,5438297.865
Contenedor en vía pública,Metálico Naranja Lateral,BALCARCE 2664,Reciclables,Lunes a Domingos,19:00 a 21:00,6352810.694,5438519.161
Contenedor en vía pública,Metálico Naranja Lateral,CORRIENTES 3375,Reciclables,Lunes a Domingos,19:00 a 21:00,6351717.963,5439260.594
Contenedor en vía pública,Metálico Naranja Lateral,CORRIENTES 3093,Reciclables,Lunes a Domingos,19:00 a 21:00,6352076.128,5439333.573
Contenedor en vía pública,Metálico Naranja Lateral,ITALIA 3271,Reciclables,Lunes a Domingos,19:00 a 21:00,6351956.989,5438770.638
Contenedor en vía pública,Metálico Naranja Lateral,COLON CRISTOBAL 3012,Reciclables,Lunes a Domingos,19:00 a 21:00,6351864.388,5440901.385
Contenedor en vía pública,Metálico Naranja Lateral,SAN NICOLAS 2400,Reciclables,Lunes a Domingos,19:00 a 21:00,6353530.683,5436677.14
Contenedor en vía pública,Metálico Naranja Lateral,CAFFERATA JUAN MANUEL 2200,Reciclables,Lunes a Domingos,19:00 a 21:00,6353765.829,5436859.11
Contenedor en vía pública,Metálico Naranja Lateral,CRESPO GOBERNADOR DOMINGO 2400,Reciclables,Lunes a Domingos,19:00 a 21:00,6353451.48,5437059.245
Contenedor en vía pública,Metálico Naranja Lateral,IRIONDO GOBERNADOR SIMON 2300,Reciclables,Lunes a Domingos,19:00 a 21:00,6353612.081,5436959.528
Contenedor en vía pública,Metálico Naranja Lateral,CASTELLANOS AARON 2400,Reciclables,Lunes a Domingos,19:00 a 21:00,6353583.475,5436422.486
Contenedor en vía pública,Metálico Naranja Lateral,IRIONDO GOBERNADOR SIMON 1900,Reciclables,Lunes a Domingos,19:00 a 21:00,6354120.789,5437064.887
Contenedor en vía pública,Metálico Naranja Lateral,CAFFERATA JUAN MANUEL 2500,Reciclables,Lunes a Domingos,19:00 a 21:00,6353383.623,5436779.957
Contenedor en vía pública,Metálico Naranja Lateral,LAVALLE GENERAL JUAN 2400,Reciclables,Lunes a Domingos,19:00 a 21:00,6353636.397,5436167.212
Contenedor en vía pública,Metálico Naranja Lateral,ALSINA ADOLFO 2500,Reciclables,Lunes a Domingos,19:00 a 21:00,6353482.912,5436268.337
Contenedor en vía pública,Metálico Naranja Lateral,SAN NICOLAS 1800,Reciclables,Lunes a Domingos,19:00 a 21:00,6354301.076,5436836.698
Contenedor en vía pública,Metálico Naranja Lateral,CONSTITUCION 2300,Reciclables,Lunes a Domingos,19:00 a 21:00,6353691.129,5436577.362
Contenedor en vía pública,Metálico Naranja Lateral,CAFFERATA JUAN MANUEL 1900,Reciclables,Lunes a Domingos,19:00 a 21:00,6354140.743,5436936.766
Contenedor en vía pública,Metálico Naranja Lateral,CRESPO GOBERNADOR DOMINGO 1800,Reciclables,Lunes a Domingos,19:00 a 21:00,6354217.263,5437217.958
Contenedor en vía pública,Metálico Naranja Lateral,CARRASCO OMAR 2500,Reciclables,Lunes a Domingos,19:00 a 21:00,6353219.813,5437543.022
Contenedor en vía pública,Metálico Naranja Lateral,CARRASCO OMAR 2200,Reciclables,Lunes a Domingos,19:00 a 21:00,6353607.149,5437622.891
Contenedor en vía pública,Metálico Naranja Lateral,SAN NICOLAS 2100,Reciclables,Lunes a Domingos,19:00 a 21:00,6353919.483,5436757.663
Contenedor en vía pública,Metálico Naranja Lateral,SUIPACHA 2400,Reciclables,Lunes a Domingos,19:00 a 21:00,6353379.342,5437443.118
Contenedor en vía pública,Metálico Naranja Lateral,VERA MUJICA FRANCISCO 1900,Reciclables,Lunes a Domingos,19:00 a 21:00,6354068.028,5437319.502
Contenedor en vía pública,Metálico Naranja Lateral,CARRASCO OMAR 1900,Reciclables,Lunes a Domingos,19:00 a 21:00,6353942.581,5437692.068
Contenedor en vía pública,Metálico Naranja Lateral,VERA MUJICA FRANCISCO 2500,Reciclables,Lunes a Domingos,19:00 a 21:00,6353304.688,5437161.413
Contenedor en vía pública,Metálico Naranja Lateral,VERA MUJICA FRANCISCO 2200,Reciclables,Lunes a Domingos,19:00 a 21:00,6353686.898,5437240.57
Contenedor en vía pública,Metálico Naranja Lateral,SUIPACHA 2100,Reciclables,Lunes a Domingos,19:00 a 21:00,6353761.375,5437521.893
Contenedor en vía pública,Metálico Naranja Lateral,MAIPU 3485,Reciclables,Lunes a Domingos,19:00 a 21:00,6351443.215,5439880.848
Contenedor en vía pública,Metálico Naranja Lateral,SANTAFESINO O SANTAFECINO 3076,Reciclables,Lunes a Domingos,19:00 a 21:00,6351689.273,5441319.782
Contenedor en vía pública,Metálico Naranja Lateral,CHACABUCO 3324,Reciclables,Lunes a Domingos,19:00 a 21:00,6351413.672,5441075.332
Contenedor en vía pública,Metálico Naranja Lateral,CHACABUCO 3016,Reciclables,Lunes a Domingos,19:00 a 21:00,6351806.623,5441155.396
Contenedor en vía pública,Metálico Naranja Lateral,COLON CRISTOBAL 2710,Reciclables,Lunes a Domingos,19:00 a 21:00,6352247.233,5440979.859
Contenedor en vía pública,Metálico Naranja Lateral,ESMERALDA 3189,Reciclables,Lunes a Domingos,19:00 a 21:00,6351550.734,5441266.234
Contenedor en vía pública,Metálico Naranja Lateral,BUENOS AIRES 3185,Reciclables,Lunes a Domingos,19:00 a 21:00,6351772.824,5440214.015
Contenedor en vía pública,Metálico Naranja Lateral,LAPRIDA FRANCISCO NARCISO 2916,Reciclables,Lunes a Domingos,19:00 a 21:00,6352154.408,5440110.805
Contenedor en vía pública,Metálico Naranja Lateral,ALEM LEANDRO N 2701,Reciclables,Lunes a Domingos,19:00 a 21:00,6352294.496,5440750.001
Contenedor en vía pública,Metálico Naranja Lateral,COLON CRISTOBAL 3310,Reciclables,Lunes a Domingos,19:00 a 21:00,6351482.758,5440822.744
Contenedor en vía pública,Metálico Naranja Lateral,CHACABUCO 2730,Reciclables,Lunes a Domingos,19:00 a 21:00,6352170.132,5441230.963
Contenedor en vía pública,Metálico Naranja Lateral,ESMERALDA 2841,Reciclables,Lunes a Domingos,19:00 a 21:00,6351995.532,5441358.315
Contenedor en vía pública,Metálico Naranja Lateral,SANTAFESINO O SANTAFECINO 2814,Reciclables,Lunes a Domingos,19:00 a 21:00,6352027.138,5441388.881
Contenedor en vía pública,Metálico Naranja Lateral,AYACUCHO BATALLA DE 3075,Reciclables,Lunes a Domingos,19:00 a 21:00,6351801.422,5440787.175
Contenedor en vía pública,Metálico Naranja Lateral,RUEDA MIGUEL 490,Reciclables,Lunes a Domingos,19:00 a 21:00,6352093.902,5440572.534
Contenedor en vía pública,Metálico Naranja Lateral,ROSAS BRGD. JUAN MANUEL DE 3210,Reciclables,Lunes a Domingos,19:00 a 21:00,6351720.682,5440310.772
Contenedor en vía pública,Metálico Naranja Lateral,PRIMERO DE MAYO 3189,Reciclables,Lunes a Domingos,19:00 a 21:00,6351709.482,5440496.044
Contenedor en vía pública,Metálico Naranja Lateral,ROSAS BRGD. JUAN MANUEL DE 3510,Reciclables,Lunes a Domingos,19:00 a 21:00,6351339.754,5440232.295
Contenedor en vía pública,Metálico Naranja Lateral,BUENOS AIRES 2889,Reciclables,Lunes a Domingos,19:00 a 21:00,6352149.932,5440292.085
Contenedor en vía pública,Metálico Naranja Lateral,AYACUCHO BATALLA DE 2781,Reciclables,Lunes a Domingos,19:00 a 21:00,6352175.608,5440863.877
Contenedor en vía pública,Metálico Naranja Lateral,ROSAS BRGD. JUAN MANUEL DE 2938,Reciclables,Lunes a Domingos,19:00 a 21:00,6352069.818,5440382.781
Contenedor en vía pública,Metálico Naranja Lateral,NECOCHEA GRAL. MARIANO 3483,Reciclables,Lunes a Domingos,19:00 a 21:00,6351229.381,5440933.515
Contenedor en vía pública,Metálico Naranja Lateral,ALEM LEANDRO N 3308,Reciclables,Lunes a Domingos,19:00 a 21:00,6351535.985,5440563.688
Contenedor en vía pública,Metálico Naranja Lateral,LAPRIDA FRANCISCO NARCISO 3218,Reciclables,Lunes a Domingos,19:00 a 21:00,6351769.271,5440031.386
Contenedor en vía pública,Metálico Naranja Lateral,AYACUCHO BATALLA DE 3567,Reciclables,Lunes a Domingos,19:00 a 21:00,6351191.894,5440620.195
Contenedor en vía pública,Metálico Naranja Lateral,MAIPU 3173,Reciclables,Lunes a Domingos,19:00 a 21:00,6351840.744,5439962.66
Contenedor en vía pública,Metálico Naranja Lateral,LAPRIDA FRANCISCO NARCISO 3546,Reciclables,Lunes a Domingos,19:00 a 21:00,6351354.417,5439946.194
Contenedor en vía pública,Metálico Naranja Lateral,ALEM LEANDRO N 3016,Reciclables,Lunes a Domingos,19:00 a 21:00,6351913.106,5440641.075
Contenedor en vía pública,Metálico Naranja Lateral,RUEDA MIGUEL 916,Reciclables,Lunes a Domingos,19:00 a 21:00,6352210.677,5440006.18
Contenedor en vía pública,Metálico Naranja Lateral,GALVEZ JOSE 701,Reciclables,Lunes a Domingos,19:00 a 21:00,6352383.164,5440309.324
Contenedor en vía pública,Metálico Naranja Lateral,BUENOS AIRES 3483,Reciclables,Lunes a Domingos,19:00 a 21:00,6351389.596,5440135.302
Contenedor en vía pública,Metálico Naranja Lateral,VIRASORO GRAL. BENJAMIN 855,Reciclables,Lunes a Domingos,19:00 a 21:00,6352295.1,5440091.883
Contenedor en vía pública,Metálico Naranja Lateral,SAN MARTIN GRAL. JOSE 4840,Reciclables,Lunes a Domingos,19:00 a 21:00,6349724.807,5439489.549
Contenedor en vía pública,Metálico Naranja Lateral,SAN LUIS 1415,Reciclables,Lunes a Domingos,19:00 a 21:00,6354774.373,5439854.649
Contenedor en vía pública,Metálico Naranja Lateral,DORREGO MANUEL 52,Reciclables,Lunes a Domingos,19:00 a 21:00,6356292.747,5439516.914
Contenedor en vía pública,Metálico Naranja Lateral,LA PAZ 1889,Reciclables,Lunes a Domingos,19:00 a 21:00,6353220.05,5438896.793
Contenedor en vía pública,Metálico Naranja Lateral,PARAGUAY 142,Reciclables,Lunes a Domingos,19:00 a 21:00,6355937.883,5439980.549
Contenedor en vía pública,Metálico Naranja Lateral,ITUZAINGO 1620,Reciclables,Lunes a Domingos,19:00 a 21:00,6353530.534,5439322.197
Contenedor en vía pública,Metálico Naranja Lateral,MENDOZA 6339,Reciclables,Lunes a Domingos,19:00 a 21:00,6355630.045,5433752.893
Contenedor en vía pública,Metálico Naranja Lateral,URQUIZA GRAL. JUSTO JOSE 3921,Reciclables,Lunes a Domingos,19:00 a 21:00,6356106.754,5436798.402
Contenedor en vía pública,Metálico Naranja Lateral,ZEBALLOS DR. ESTANISLAO 3811,Reciclables,Lunes a Domingos,19:00 a 21:00,6354740.813,5436663.284
Contenedor en vía pública,Metálico Naranja Lateral,SANTA FE 4753,Reciclables,Lunes a Domingos,19:00 a 21:00,6356090.262,5435690.344
Contenedor en vía pública,Metálico Naranja Lateral,ROCA PTE. JULIO ARGENTINO 963,Reciclables,Lunes a Domingos,19:00 a 21:00,6354883.282,5439626.396
Contenedor en vía pública,Metálico Naranja Lateral,AYACUCHO BATALLA DE 5971,Reciclables,Lunes a Domingos,19:00 a 21:00,6348415.784,5440581.044
Contenedor en vía pública,Metálico Naranja Lateral,CARRASCO EUDORO 2909,Reciclables,Lunes a Domingos,19:00 a 21:00,6361711.144,5435619.483
Contenedor en vía pública,Metálico Naranja Lateral,SEGUI JUAN FRANCISCO 1922,Reciclables,Lunes a Domingos,19:00 a 21:00,6351583.803,5438519.261
Contenedor en vía pública,Metálico Naranja Lateral,MORENO MARIANO 1565,Reciclables,Lunes a Domingos,19:00 a 21:00,6354182.922,5438950.051
Contenedor en vía pública,Metálico Naranja Lateral,AYACUCHO BATALLA DE 1392,Reciclables,Lunes a Domingos,19:00 a 21:00,6353947.027,5441208.383
Contenedor en vía pública,Metálico Naranja Lateral,OCAMPO 47,Reciclables,Lunes a Domingos,19:00 a 21:00,6352471.639,5441245.273
Contenedor en vía pública,Metálico Naranja Lateral,NUEVE DE JULIO 3991,Reciclables,Lunes a Domingos,19:00 a 21:00,6354917.347,5436458.321
Contenedor en vía pública,Metálico Naranja Lateral,COCHABAMBA 1015,Reciclables,Lunes a Domingos,19:00 a 21:00,6353621.911,5440169.555
Contenedor en vía pública,Metálico Naranja Lateral,MAIPU 555,Reciclables,Lunes a Domingos,19:00 a 21:00,6355152.353,5440653.216
Contenedor en vía pública,Metálico Naranja Lateral,BALCARCE 903,Reciclables,Lunes a Domingos,19:00 a 21:00,6355114.442,5439008.402
Contenedor en vía pública,Metálico Naranja Lateral,TUCUMAN 3257,Reciclables,Lunes a Domingos,19:00 a 21:00,6356062.258,5437667.294
Contenedor en vía pública,Metálico Naranja Lateral,MENDOZA 6073,Reciclables,Lunes a Domingos,19:00 a 21:00,6355641.358,5434037.445
Contenedor en vía pública,Metálico Naranja Lateral,ENTRE RIOS 1463,Reciclables,Lunes a Domingos,19:00 a 21:00,6354129.811,5439877.629
Contenedor en vía pública,Metálico Naranja Lateral,SAN LUIS 2761,Reciclables,Lunes a Domingos,19:00 a 21:00,6355127.483,5438135.152
Contenedor en vía pública,Metálico Naranja Lateral,OROÑO NICASIO 581,Reciclables,Lunes a Domingos,19:00 a 21:00,6355546.886,5438975.688
Contenedor en vía pública,Metálico Naranja Lateral,SAN LORENZO 2991,Reciclables,Lunes a Domingos,19:00 a 21:00,6355731.284,5437953.659
Contenedor en vía pública,Metálico Naranja Lateral,URIBURU PTE. JOSE EVARISTO 1981,Reciclables,Lunes a Domingos,19:00 a 21:00,6349994.005,5438073.692
Contenedor en vía pública,Metálico Naranja Lateral,SAN JUAN 2615,Reciclables,Lunes a Domingos,19:00 a 21:00,6354964.497,5438296.013
Contenedor en vía pública,Metálico Naranja Lateral,SANTA FE 5148,Reciclables,Lunes a Domingos,19:00 a 21:00,6356197.398,5435075.121
Contenedor en vía pública,Metálico Naranja Lateral,CRESPO GOBERNADOR DOMINGO 931,Reciclables,Lunes a Domingos,19:00 a 21:00,6355379.66,5437471.906
Contenedor en vía pública,Metálico Naranja Lateral,SAN JUAN 4249,Reciclables,Lunes a Domingos,19:00 a 21:00,6355394.186,5436214.22
Contenedor en vía pública,Metálico Naranja Lateral,LAPRIDA FRANCISCO NARCISO 645,Reciclables,Lunes a Domingos,19:00 a 21:00,6354999.563,5440763.663
Contenedor en vía pública,Metálico Naranja Lateral,MONTEVIDEO 2438,Reciclables,Lunes a Domingos,19:00 a 21:00,6354252.956,5438384.905
Contenedor en vía pública,Metálico Naranja Lateral,DORREGO MANUEL 326,Reciclables,Lunes a Domingos,19:00 a 21:00,6355805.598,5439415.322
Contenedor en vía pública,Metálico Naranja Lateral,MONTEVIDEO 2438,Reciclables,Lunes a Domingos,19:00 a 21:00,6354252.956,5438384.905
Contenedor en vía pública,Metálico Naranja Lateral,MONTEVIDEO 3989,Reciclables,Lunes a Domingos,19:00 a 21:00,6354660.785,5436408.123
Contenedor en vía pública,Metálico Naranja Lateral,MENDOZA 885,Reciclables,Lunes a Domingos,19:00 a 21:00,6354357.784,5440495.977
Contenedor en vía pública,Metálico Naranja Lateral,MORENO MARIANO 377,Reciclables,Lunes a Domingos,19:00 a 21:00,6355763.784,5439273.868
Contenedor en vía pública,Metálico Naranja Lateral,PELLEGRINI CARLOS 3106,Reciclables,Lunes a Domingos,19:00 a 21:00,6354312.227,5437501.883
Contenedor en vía pública,Metálico Naranja Lateral,PROVINCIAS UNIDAS 2381,Reciclables,Lunes a Domingos,19:00 a 21:00,6353798.678,5433441.457
Contenedor en vía pública,Metálico Naranja Lateral,PELLEGRINI CARLOS 1585,Reciclables,Lunes a Domingos,19:00 a 21:00,6353895.379,5439442.274
Contenedor en vía pública,Metálico Naranja Lateral,LA PAZ 395,Reciclables,Lunes a Domingos,19:00 a 21:00,6352818.283,5440848.086
Contenedor en vía pública,Metálico Naranja Lateral,SAN MARTIN GRAL. JOSE 322,Reciclables,Lunes a Domingos,19:00 a 21:00,6355548.313,5440582.802
Contenedor en vía pública,Metálico Naranja Lateral,SAN LUIS 1756,Reciclables,Lunes a Domingos,19:00 a 21:00,6354864.918,5439413.434
Contenedor en vía pública,Metálico Naranja Lateral,SAN LUIS 887,Reciclables,Lunes a Domingos,19:00 a 21:00,6354630.721,5440553.769
Contenedor en vía pública,Metálico Naranja Lateral,SEGUI JUAN FRANCISCO 1028,Reciclables,Lunes a Domingos,19:00 a 21:00,6351337.887,5439716.414
Contenedor en vía pública,Metálico Naranja Lateral,SEGUI JUAN FRANCISCO 467,Reciclables,Lunes a Domingos,19:00 a 21:00,6351170.68,5440413.409
Contenedor en vía pública,Metálico Naranja Lateral,SANTA FE 5319,Reciclables,Lunes a Domingos,19:00 a 21:00,6356183.488,5434870.588
Contenedor en vía pública,Metálico Naranja Lateral,SANTA FE 5070,Reciclables,Lunes a Domingos,19:00 a 21:00,6356173.833,5435284.673
Contenedor en vía pública,Metálico Naranja Lateral,PERON EVA 7061,Reciclables,Lunes a Domingos,19:00 a 21:00,6356500.791,5432919.669
Contenedor en vía pública,Metálico Naranja Lateral,PERON EVA 5382,Reciclables,Lunes a Domingos,19:00 a 21:00,6356119.106,5434795.018
Contenedor en vía pública,Metálico Naranja Lateral,PERON EVA 6269,Reciclables,Lunes a Domingos,19:00 a 21:00,6356320.193,5433792.952
Contenedor en vía pública,Metálico Naranja Lateral,PERON EVA 5721,Reciclables,Lunes a Domingos,19:00 a 21:00,6356195.449,5434396.3
Contenedor en vía pública,Metálico Naranja Lateral,PERON EVA 4780,Reciclables,Lunes a Domingos,19:00 a 21:00,6355948.274,5435621.896
Contenedor en vía pública,Metálico Naranja Lateral,MORENO MARIANO 1183,Reciclables,Lunes a Domingos,19:00 a 21:00,6354675.373,5439050.766
Contenedor en vía pública,Metálico Naranja Lateral,SANTA FE 4147,Reciclables,Lunes a Domingos,19:00 a 21:00,6355930.793,5436464.473
Contenedor en vía pública,Metálico Naranja Lateral,SAN LUIS 3962,Reciclables,Lunes a Domingos,19:00 a 21:00,6355443.093,5436605.74
Contenedor en vía pública,Metálico Naranja Lateral,SAN MARTIN GRAL. JOSE 1219,Reciclables,Lunes a Domingos,19:00 a 21:00,6354362.582,5440346.218
Contenedor en vía pública,Metálico Naranja Lateral,BALCARCE 1331,Reciclables,Lunes a Domingos,19:00 a 21:00,6354505.084,5438882.978
